case_id,file_id,section_path,segment_type,has_citation,n_candidates,chunk_1,idx_1,score_1,chunk_2,idx_2,score_2,chunk_3,idx_3,score_3,idx_gap_12,idx_gap_13,score_gap_12,score_gap_13
011_press_onoda_nested_bracket,BGvpgKtSfILh,5. 海賊版対策に関する質疑応答（文化庁担当者）/1,bullet,True,3,transcript:33,33,0.9366,transcript:35,35,0.8967,transcript:30,30,0.8952,2,3,0.0399,0.0414
011_press_onoda_nested_bracket,BGvpgKtSfILh,5. 海賊版対策に関する質疑応答（文化庁担当者）/2,bullet,True,3,transcript:37,37,0.8889,transcript:38,38,0.8716,transcript:33,33,0.8698,1,4,0.0172,0.0191
011_press_onoda_nested_bracket,BGvpgKtSfILh,5. 海賊版対策に関する質疑応答（文化庁担当者）/3,paragraph,True,3,transcript:36,36,0.9371,transcript:37,37,0.9266,transcript:35,35,0.921,1,1,0.0105,0.0161
011_press_onoda_nested_bracket,BGvpgKtSfILh,5. 海賊版対策に関する質疑応答（文化庁担当者）/4,bullet,True,3,transcript:42,42,0.862,transcript:28,28,0.843,transcript:38,38,0.8378,14,4,0.0189,0.0241
011_press_onoda_nested_bracket,BGvpgKtSfILh,5. 海賊版対策に関する質疑応答（文化庁担当者）/5,bullet,True,3,transcript:39,39,0.9678,transcript:35,35,0.8748,transcript:34,34,0.8597,4,5,0.093,0.1081
011_press_onoda_nested_bracket,BGvpgKtSfILh,5. 海賊版対策に関する質疑応答（文化庁担当者）/6,bullet,True,3,transcript:32,32,0.9181,transcript:40,40,0.8886,transcript:42,42,0.8862,8,10,0.0295,0.0318
011_press_onoda_nested_bracket,BGvpgKtSfILh,6. 重要物資の安定確保に関する質疑応答（経済産業大臣）/0,bullet,True,3,transcript:45,45,0.8709,transcript:48,48,0.8639,transcript:49,49,0.8599,3,4,0.007,0.011
011_press_onoda_nested_bracket,BGvpgKtSfILh,6. 重要物資の安定確保に関する質疑応答（経済産業大臣）/1,bullet,True,3,transcript:43,43,0.9364,transcript:49,49,0.9011,transcript:46,46,0.8928,6,3,0.0353,0.0436
011_press_onoda_nested_bracket,BGvpgKtSfILh,6. 重要物資の安定確保に関する質疑応答（経済産業大臣）/2,bullet,True,3,transcript:45,45,0.8639,transcript:48,48,0.8613,transcript:50,50,0.8478,3,5,0.0026,0.0161
011_press_onoda_nested_bracket,BGvpgKtSfILh,6. 重要物資の安定確保に関する質疑応答（経済産業大臣）/3,bullet,True,3,transcript:46,46,0.9342,transcript:47,47,0.9045,transcript:49,49,0.9034,1,3,0.0297,0.0308
011_press_onoda_nested_bracket,BGvpgKtSfILh,6. 重要物資の安定確保に関する質疑応答（経済産業大臣）/4,bullet,True,3,transcript:49,49,0.9195,transcript:44,44,0.8979,transcript:47,47,0.8966,5,2,0.0216,0.0229
011_press_onoda_nested_bracket,BGvpgKtSfILh,6. 重要物資の安定確保に関する質疑応答（経済産業大臣）/5,bullet,True,3,transcript:49,49,0.9326,transcript:47,47,0.9057,transcript:50,50,0.9047,2,1,0.0269,0.0279
011_press_onoda_nested_bracket,BGvpgKtSfILh,7. AI利用に関する質疑応答（AI担当大臣）/0,bullet,True,3,transcript:58,58,0.8845,transcript:59,59,0.8343,transcript:53,53,0.8326,1,5,0.0501,0.0519
011_press_onoda_nested_bracket,BGvpgKtSfILh,7. AI利用に関する質疑応答（AI担当大臣）/1,bullet,True,3,transcript:58,58,0.9353,transcript:59,59,0.9214,transcript:61,61,0.871,1,3,0.0139,0.0643
011_press_onoda_nested_bracket,BGvpgKtSfILh,7. AI利用に関する質疑応答（AI担当大臣）/2,bullet,True,3,transcript:64,64,0.8274,transcript:57,57,0.8145,transcript:60,60,0.8124,7,4,0.0129,0.015
011_press_onoda_nested_bracket,BGvpgKtSfILh,7. AI利用に関する質疑応答（AI担当大臣）/3,bullet,True,3,transcript:60,60,0.9563,transcript:61,61,0.8996,transcript:58,58,0.8779,1,2,0.0567,0.0783
011_press_onoda_nested_bracket,BGvpgKtSfILh,7. AI利用に関する質疑応答（AI担当大臣）/4,bullet,True,3,transcript:61,61,0.9396,transcript:60,60,0.9025,transcript:59,59,0.8857,1,2,0.037,0.0539
011_press_onoda_nested_bracket,BGvpgKtSfILh,7. AI利用に関する質疑応答（AI担当大臣）/5,bullet,True,3,transcript:62,62,0.8688,transcript:55,55,0.8499,transcript:59,59,0.8495,7,3,0.0188,0.0193
011_press_onoda_nested_bracket,BGvpgKtSfILh,8. 政治的発言に関する質疑応答（AI担当大臣）/0,bullet,True,3,transcript:64,64,0.8581,transcript:69,69,0.8383,transcript:70,70,0.821,5,6,0.0198,0.0371
011_press_onoda_nested_bracket,BGvpgKtSfILh,8. 政治的発言に関する質疑応答（AI担当大臣）/1,bullet,True,3,transcript:64,64,0.9206,transcript:69,69,0.9008,transcript:65,65,0.8809,5,1,0.0197,0.0397
011_press_onoda_nested_bracket,BGvpgKtSfILh,8. 政治的発言に関する質疑応答（AI担当大臣）/2,bullet,True,3,transcript:66,66,0.8756,transcript:68,68,0.8638,transcript:71,71,0.8622,2,5,0.0117,0.0133
011_press_onoda_nested_bracket,BGvpgKtSfILh,8. 政治的発言に関する質疑応答（AI担当大臣）/3,bullet,True,3,transcript:72,72,0.8347,transcript:76,76,0.8338,transcript:69,69,0.8246,4,3,0.0009,0.0101
011_press_onoda_nested_bracket,BGvpgKtSfILh,8. 政治的発言に関する質疑応答（AI担当大臣）/4,bullet,True,3,transcript:71,71,0.9002,transcript:73,73,0.8922,transcript:69,69,0.8898,2,2,0.0079,0.0103
011_press_onoda_nested_bracket,BGvpgKtSfILh,8. 政治的発言に関する質疑応答（AI担当大臣）/5,bullet,True,3,transcript:73,73,0.8754,transcript:72,72,0.8735,transcript:74,74,0.8534,1,1,0.0019,0.022
011_press_onoda_nested_bracket,BGvpgKtSfILh,8. 政治的発言に関する質疑応答（AI担当大臣）/6,paragraph,True,3,transcript:76,76,0.8593,transcript:69,69,0.8503,transcript:64,64,0.8448,7,12,0.009,0.0145
012_commentary_snp_numeric_triple,Y-cjKrgtON1X,/0,paragraph,True,3,transcript:1,1,0.8606,transcript:35,35,0.8578,transcript:32,32,0.8563,34,31,0.0028,0.0042
012_commentary_snp_numeric_triple,Y-cjKrgtON1X,/1,paragraph,True,3,transcript:1,1,0.8628,transcript:47,47,0.8396,transcript:2,2,0.8824,46,1,0.0232,-0.0195
012_commentary_snp_numeric_triple,Y-cjKrgtON1X,📈 市場の直近の動向（米国株・為替）/0,bullet,True,3,transcript:1,1,0.8624,transcript:2,2,0.8481,transcript:9,9,0.8416,1,8,0.0143,0.0208
012_commentary_snp_numeric_triple,Y-cjKrgtON1X,📈 市場の直近の動向（米国株・為替）/1,bullet,True,3,transcript:2,2,0.9332,transcript:4,4,0.9064,transcript:1,1,0.8908,2,1,0.0268,0.0424
012_commentary_snp_numeric_triple,Y-cjKrgtON1X,📈 市場の直近の動向（米国株・為替）/2,bullet,True,3,transcript:1,1,0.8647,transcript:9,9,0.8603,transcript:3,3,0.86,8,2,0.0045,0.0048
012_commentary_snp_numeric_triple,Y-cjKrgtON1X,📈 市場の直近の動向（米国株・為替）/3,bullet,True,3,transcript:3,3,0.8713,transcript:8,8,0.843,transcript:9,9,0.832,5,6,0.0283,0.0393
012_commentary_snp_numeric_triple,Y-cjKrgtON1X,📈 市場の直近の動向（米国株・為替）/4,bullet,True,3,transcript:3,3,0.9472,transcript:4,4,0.8745,transcript:9,9,0.8504,1,6,0.0727,0.0968
012_commentary_snp_numeric_triple,Y-cjKrgtON1X,📈 市場の直近の動向（米国株・為替）/5,bullet,True,3,transcript:9,9,0.8235,transcript:6,6,0.8166,transcript:8,8,0.8143,3,1,0.0069,0.0092
012_commentary_snp_numeric_triple,Y-cjKrgtON1X,📈 市場の直近の動向（米国株・為替）/6,bullet,True,3,transcript:2,2,0.8882,transcript:7,7,0.8789,transcript:5,5,0.8762,5,3,0.0093,0.012
012_commentary_snp_numeric_triple,Y-cjKrgtON1X,📈 市場の直近の動向（米国株・為替）/7,bullet,True,3,transcript:7,7,0.9435,transcript:6,6,0.8729,transcript:5,5,0.8573,1,2,0.0706,0.0862
012_commentary_snp_numeric_triple,Y-cjKrgtON1X,📊 主要指標と市場の構造分析/0,bullet,True,3,transcript:8,8,0.9213,transcript:15,15,0.8914,transcript:39,39,0.8829,7,31,0.0298,0.0384
012_commentary_snp_numeric_triple,Y-cjKrgtON1X,📊 主要指標と市場の構造分析/1,bullet,True,3,transcript:35,35,0.8333,transcript:32,32,0.8151,transcript:3,3,0.8058,3,32,0.0182,0.0275
012_commentary_snp_numeric_triple,Y-cjKrgtON1X,📊 主要指標と市場の構造分析/2,bullet,True,3,transcript:11,11,0.8632,transcript:10,10,0.856,transcript:12,12,0.8395,1,1,0.0072,0.0237
012_commentary_snp_numeric_triple,Y-cjKrgtON1X,📊 主要指標と市場の構造分析/3,bullet,True,3,transcript:10,10,0.9656,transcript:12,12,0.9145,transcript:11,11,0.8867,2,1,0.0511,0.0789
012_commentary_snp_numeric_triple,Y-cjKrgtON1X,📊 主要指標と市場の構造分析/4,bullet,True,3,transcript:11,11,0.9249,transcript:4,4,0.9045,transcript:12,12,0.8951,7,1,0.0205,0.0298
012_commentary_snp_numeric_triple,Y-cjKrgtON1X,📊 主要指標と市場の構造分析/5,bullet,True,3,transcript:10,10,0.9235,transcript:12,12,0.9076,transcript:13,13,0.8914,2,3,0.0159,0.0321
012_commentary_snp_numeric_triple,Y-cjKrgtON1X,📊 主要指標と市場の構造分析/6,bullet,True,3,transcript:13,13,0.8686,transcript:15,15,0.8381,transcript:14,14,0.8311,2,1,0.0304,0.0375
012_commentary_snp_numeric_triple,Y-cjKrgtON1X,📊 主要指標と市場の構造分析/7,bullet,True,3,transcript:15,15,0.9435,transcript:14,14,0.9128,transcript:33,33,0.8964,1,18,0.0306,0.047
012_commentary_snp_numeric_triple,Y-cjKrgtON1X,📊 主要指標と市場の構造分析/8,bullet,True,3,transcript:13,13,0.8946,transcript:15,15,0.8818,transcript:16,16,0.8691,2,3,0.0128,0.0255
012_commentary_snp_numeric_triple,Y-cjKrgtON1X,📊 主要指標と市場の構造分析/9,bullet,True,3,transcript:17,17,0.9212,transcript:11,11,0.8841,transcript:4,4,0.8758,6,13,0.0371,0.0454
012_commentary_snp_numeric_triple,Y-cjKrgtON1X,📊 主要指標と市場の構造分析/10,bullet,True,3,transcript:18,18,0.9104,transcript:30,30,0.8773,transcript:6,6,0.8744,12,12,0.033,0.0359
012_commentary_snp_numeric_triple,Y-cjKrgtON1X,📊 主要指標と市場の構造分析/11,bullet,True,3,transcript:18,18,0.8338,transcript:28,28,0.8998,transcript:20,20,0.8515,10,2,-0.066,-0.0177
012_commentary_snp_numeric_triple,Y-cjKrgtON1X,📊 主要指標と市場の構造分析/12,bullet,True,3,transcript:19,19,0.9353,transcript:20,20,0.9022,transcript:28,28,0.8611,1,9,0.0331,0.0742
012_commentary_snp_numeric_triple,Y-cjKrgtON1X,📊 主要指標と市場の構造分析/13,bullet,True,3,transcript:28,28,0.9261,transcript:29,29,0.904,transcript:39,39,0.887,1,11,0.0221,0.0391
012_commentary_snp_numeric_triple,Y-cjKrgtON1X,📊 主要指標と市場の構造分析/14,bullet,True,3,transcript:31,31,0.8242,transcript:32,32,0.8278,transcript:28,28,0.8262,1,3,-0.0036,-0.0021
012_commentary_snp_numeric_triple,Y-cjKrgtON1X,📊 主要指標と市場の構造分析/15,bullet,True,3,transcript:31,31,0.9099,transcript:30,30,0.9068,transcript:6,6,0.8691,1,25,0.0031,0.0407
012_commentary_snp_numeric_triple,Y-cjKrgtON1X,📊 主要指標と市場の構造分析/16,bullet,True,3,transcript:32,32,0.9177,transcript:31,31,0.8847,transcript:9,9,0.87,1,23,0.033,0.0478
012_commentary_snp_numeric_triple,Y-cjKrgtON1X,💡 投資戦略と市場の評価軸/0,bullet,True,3,transcript:2,2,0.8129,transcript:1,1,0.8077,transcript:0,0,0.793,1,2,0.0051,0.0199
012_commentary_snp_numeric_triple,Y-cjKrgtON1X,💡 投資戦略と市場の評価軸/1,bullet,True,3,transcript:2,2,0.8732,transcript:1,1,0.8463,transcript:0,0,0.8368,1,2,0.0269,0.0364
012_commentary_snp_numeric_triple,Y-cjKrgtON1X,💡 投資戦略と市場の評価軸/2,bullet,True,3,transcript:2,2,0.8535,transcript:1,1,0.8423,transcript:3,3,0.8401,1,1,0.0111,0.0134
012_commentary_snp_numeric_triple,Y-cjKrgtON1X,💡 投資戦略と市場の評価軸/3,bullet,True,3,transcript:44,44,0.9156,transcript:46,46,0.8404,transcript:45,45,0.8272,2,1,0.0753,0.0884
012_commentary_snp_numeric_triple,Y-cjKrgtON1X,💡 投資戦略と市場の評価軸/4,bullet,True,3,transcript:47,47,0.954,transcript:48,48,0.9011,transcript:44,44,0.8798,1,3,0.0529,0.0743
012_commentary_snp_numeric_triple,Y-cjKrgtON1X,💡 投資戦略と市場の評価軸/5,bullet,True,3,transcript:47,47,0.8947,transcript:49,49,0.8879,transcript:6,6,0.8734,2,41,0.0069,0.0213
012_commentary_snp_numeric_triple,Y-cjKrgtON1X,💡 投資戦略と市場の評価軸/6,bullet,True,3,transcript:50,50,0.9076,transcript:47,47,0.8723,transcript:6,6,0.8691,3,44,0.0353,0.0385
012_commentary_snp_numeric_triple,Y-cjKrgtON1X,💡 投資戦略と市場の評価軸/7,bullet,True,3,transcript:51,51,0.9341,transcript:44,44,0.8775,transcript:6,6,0.869,7,45,0.0566,0.0651
012_commentary_snp_numeric_triple,Y-cjKrgtON1X,結論/0,paragraph,True,3,transcript:47,47,0.847,transcript:7,7,0.8572,transcript:2,2,0.8953,40,45,-0.0102,-0.0483
013_commentary_ff14_propernoun,avSk8Nj4jrnV,/0,paragraph,True,3,transcript:77,77,0.9248,transcript:0,0,0.9178,transcript:3,3,0.8788,77,74,0.0071,0.0461
013_commentary_ff14_propernoun,avSk8Nj4jrnV,/1,paragraph,True,3,transcript:0,0,0.937,transcript:77,77,0.9461,transcript:1,1,0.9331,77,1,-0.0092,0.0039
013_commentary_ff14_propernoun,avSk8Nj4jrnV,1. パッチ7.5の全体概要と主要コンテンツ/0,paragraph,True,3,transcript:3,3,0.9404,transcript:1,1,0.9071,transcript:2,2,0.8903,2,1,0.0334,0.0502
013_commentary_ff14_propernoun,avSk8Nj4jrnV,1. パッチ7.5の全体概要と主要コンテンツ/1,bullet,True,3,transcript:4,4,0.9446,transcript:3,3,0.9322,transcript:8,8,0.8671,1,4,0.0124,0.0775
013_commentary_ff14_propernoun,avSk8Nj4jrnV,1. パッチ7.5の全体概要と主要コンテンツ/2,bullet,True,3,transcript:5,5,0.9424,transcript:6,6,0.8714,transcript:3,3,0.8699,1,2,0.0709,0.0725
013_commentary_ff14_propernoun,avSk8Nj4jrnV,1. パッチ7.5の全体概要と主要コンテンツ/3,bullet,True,3,transcript:6,6,0.9434,transcript:5,5,0.8454,transcript:4,4,0.8447,1,2,0.0981,0.0988
013_commentary_ff14_propernoun,avSk8Nj4jrnV,1. パッチ7.5の全体概要と主要コンテンツ/4,bullet,True,3,transcript:6,6,0.9035,transcript:14,14,0.8935,transcript:9,9,0.8828,8,3,0.0101,0.0208
013_commentary_ff14_propernoun,avSk8Nj4jrnV,1. パッチ7.5の全体概要と主要コンテンツ/5,bullet,True,3,transcript:7,7,0.9523,transcript:14,14,0.8712,transcript:73,73,0.8662,7,66,0.0811,0.086
013_commentary_ff14_propernoun,avSk8Nj4jrnV,1. パッチ7.5の全体概要と主要コンテンツ/6,bullet,True,3,transcript:7,7,0.8929,transcript:73,73,0.8664,transcript:18,18,0.8589,66,11,0.0265,0.0339
013_commentary_ff14_propernoun,avSk8Nj4jrnV,1. パッチ7.5の全体概要と主要コンテンツ/7,bullet,True,3,transcript:8,8,0.8821,transcript:7,7,0.8459,transcript:78,78,0.8412,1,70,0.0363,0.0409
013_commentary_ff14_propernoun,avSk8Nj4jrnV,1. パッチ7.5の全体概要と主要コンテンツ/8,bullet,True,3,transcript:7,7,0.8772,transcript:25,25,0.8598,transcript:27,27,0.8586,18,20,0.0174,0.0185
013_commentary_ff14_propernoun,avSk8Nj4jrnV,1. パッチ7.5の全体概要と主要コンテンツ/9,bullet,True,3,transcript:32,32,0.9373,transcript:8,8,0.91,transcript:11,11,0.8834,24,21,0.0273,0.0539
013_commentary_ff14_propernoun,avSk8Nj4jrnV,1. パッチ7.5の全体概要と主要コンテンツ/10,bullet,True,3,transcript:8,8,0.8631,transcript:49,49,0.8558,transcript:28,28,0.854,41,20,0.0072,0.0091
013_commentary_ff14_propernoun,avSk8Nj4jrnV,1. パッチ7.5の全体概要と主要コンテンツ/11,bullet,True,3,transcript:8,8,0.945,transcript:9,9,0.8981,transcript:13,13,0.8858,1,5,0.0469,0.0592
013_commentary_ff14_propernoun,avSk8Nj4jrnV,1. パッチ7.5の全体概要と主要コンテンツ/12,bullet,True,3,transcript:9,9,0.9732,transcript:19,19,0.8971,transcript:13,13,0.8919,10,4,0.0762,0.0813
013_commentary_ff14_propernoun,avSk8Nj4jrnV,1. パッチ7.5の全体概要と主要コンテンツ/13,bullet,True,3,transcript:10,10,0.9172,transcript:13,13,0.8848,transcript:49,49,0.8836,3,39,0.0324,0.0336
013_commentary_ff14_propernoun,avSk8Nj4jrnV,1. パッチ7.5の全体概要と主要コンテンツ/14,bullet,True,3,transcript:10,10,0.9512,transcript:11,11,0.8951,transcript:40,40,0.8766,1,30,0.0561,0.0746
013_commentary_ff14_propernoun,avSk8Nj4jrnV,1. パッチ7.5の全体概要と主要コンテンツ/15,bullet,True,3,transcript:70,70,0.8553,transcript:27,27,0.8533,transcript:83,83,0.8496,43,13,0.002,0.0057
013_commentary_ff14_propernoun,avSk8Nj4jrnV,1. パッチ7.5の全体概要と主要コンテンツ/16,bullet,True,3,transcript:12,12,0.9469,transcript:69,69,0.9147,transcript:9,9,0.8989,57,3,0.0322,0.048
013_commentary_ff14_propernoun,avSk8Nj4jrnV,1. パッチ7.5の全体概要と主要コンテンツ/17,bullet,True,3,transcript:12,12,0.9098,transcript:14,14,0.8949,transcript:10,10,0.885,2,2,0.0149,0.0247
013_commentary_ff14_propernoun,avSk8Nj4jrnV,1. パッチ7.5の全体概要と主要コンテンツ/18,bullet,True,3,transcript:13,13,0.9408,transcript:10,10,0.9093,transcript:15,15,0.8932,3,2,0.0316,0.0476
013_commentary_ff14_propernoun,avSk8Nj4jrnV,1. パッチ7.5の全体概要と主要コンテンツ/19,bullet,True,3,transcript:13,13,0.957,transcript:46,46,0.9144,transcript:45,45,0.8978,33,32,0.0426,0.0592
013_commentary_ff14_propernoun,avSk8Nj4jrnV,1. パッチ7.5の全体概要と主要コンテンツ/20,bullet,True,3,transcript:14,14,0.9572,transcript:9,9,0.8788,transcript:15,15,0.8722,5,1,0.0784,0.085
013_commentary_ff14_propernoun,avSk8Nj4jrnV,1. パッチ7.5の全体概要と主要コンテンツ/21,bullet,True,3,transcript:14,14,0.9542,transcript:75,75,0.9093,transcript:10,10,0.8822,61,4,0.0448,0.072
013_commentary_ff14_propernoun,avSk8Nj4jrnV,1. パッチ7.5の全体概要と主要コンテンツ/22,bullet,True,3,transcript:15,15,0.9632,transcript:9,9,0.8725,transcript:8,8,0.8714,6,7,0.0907,0.0918
013_commentary_ff14_propernoun,avSk8Nj4jrnV,1. パッチ7.5の全体概要と主要コンテンツ/23,bullet,True,3,transcript:16,16,0.8634,transcript:70,70,0.8611,transcript:25,25,0.861,54,9,0.0022,0.0024
013_commentary_ff14_propernoun,avSk8Nj4jrnV,1. パッチ7.5の全体概要と主要コンテンツ/24,bullet,True,3,transcript:15,15,0.8781,transcript:17,17,0.8644,transcript:40,40,0.8598,2,25,0.0137,0.0183
013_commentary_ff14_propernoun,avSk8Nj4jrnV,1. パッチ7.5の全体概要と主要コンテンツ/25,bullet,True,3,transcript:16,16,0.9181,transcript:17,17,0.904,transcript:40,40,0.8872,1,24,0.0141,0.0309
013_commentary_ff14_propernoun,avSk8Nj4jrnV,1. パッチ7.5の全体概要と主要コンテンツ/26,bullet,True,3,transcript:16,16,0.9682,transcript:15,15,0.89,transcript:40,40,0.8761,1,24,0.0782,0.0922
013_commentary_ff14_propernoun,avSk8Nj4jrnV,1. パッチ7.5の全体概要と主要コンテンツ/27,bullet,True,3,transcript:17,17,0.9418,transcript:40,40,0.9062,transcript:15,15,0.8893,23,2,0.0356,0.0525
013_commentary_ff14_propernoun,avSk8Nj4jrnV,1. パッチ7.5の全体概要と主要コンテンツ/28,bullet,True,3,transcript:17,17,0.925,transcript:65,65,0.8731,transcript:40,40,0.8687,48,23,0.0519,0.0563
013_commentary_ff14_propernoun,avSk8Nj4jrnV,2. 主要コンテンツの詳細解説/0,bullet,True,3,transcript:20,20,0.9294,transcript:31,31,0.8467,transcript:30,30,0.8441,11,10,0.0827,0.0853
013_commentary_ff14_propernoun,avSk8Nj4jrnV,2. 主要コンテンツの詳細解説/1,bullet,True,3,transcript:21,21,0.9063,transcript:20,20,0.8665,transcript:31,31,0.8627,1,10,0.0398,0.0436
013_commentary_ff14_propernoun,avSk8Nj4jrnV,2. 主要コンテンツの詳細解説/2,bullet,True,3,transcript:21,21,0.9015,transcript:27,27,0.8506,transcript:33,33,0.8465,6,12,0.0509,0.055
013_commentary_ff14_propernoun,avSk8Nj4jrnV,2. 主要コンテンツの詳細解説/3,bullet,True,3,transcript:21,21,0.9162,transcript:27,27,0.8832,transcript:28,28,0.8571,6,7,0.0329,0.0591
013_commentary_ff14_propernoun,avSk8Nj4jrnV,2. 主要コンテンツの詳細解説/4,bullet,True,3,transcript:22,22,0.975,transcript:27,27,0.8514,transcript:26,26,0.8417,5,4,0.1236,0.1333
013_commentary_ff14_propernoun,avSk8Nj4jrnV,2. 主要コンテンツの詳細解説/5,bullet,True,3,transcript:23,23,0.9521,transcript:27,27,0.8926,transcript:28,28,0.8825,4,5,0.0595,0.0696
013_commentary_ff14_propernoun,avSk8Nj4jrnV,2. 主要コンテンツの詳細解説/6,bullet,True,3,transcript:23,23,0.9181,transcript:24,24,0.8991,transcript:28,28,0.8382,1,5,0.019,0.0799
013_commentary_ff14_propernoun,avSk8Nj4jrnV,2. 主要コンテンツの詳細解説/7,bullet,True,3,transcript:24,24,0.9757,transcript:25,25,0.9328,transcript:23,23,0.8731,1,1,0.0429,0.1026
013_commentary_ff14_propernoun,avSk8Nj4jrnV,2. 主要コンテンツの詳細解説/8,bullet,True,3,transcript:26,26,0.9614,transcript:27,27,0.8905,transcript:23,23,0.8775,1,3,0.071,0.0839
013_commentary_ff14_propernoun,avSk8Nj4jrnV,2. 主要コンテンツの詳細解説/9,bullet,True,3,transcript:28,28,0.9524,transcript:27,27,0.9174,transcript:23,23,0.882,1,5,0.035,0.0704
013_commentary_ff14_propernoun,avSk8Nj4jrnV,2. 主要コンテンツの詳細解説/10,bullet,True,3,transcript:29,29,0.9447,transcript:31,31,0.9243,transcript:30,30,0.9142,2,1,0.0204,0.0305
013_commentary_ff14_propernoun,avSk8Nj4jrnV,2. 主要コンテンツの詳細解説/11,paragraph,True,3,transcript:33,33,0.9666,transcript:35,35,0.8996,transcript:34,34,0.8709,2,1,0.0669,0.0957
013_commentary_ff14_propernoun,avSk8Nj4jrnV,2. 主要コンテンツの詳細解説/12,bullet,True,3,transcript:38,38,0.9739,transcript:37,37,0.9491,transcript:42,42,0.8826,1,4,0.0248,0.0913
013_commentary_ff14_propernoun,avSk8Nj4jrnV,2. 主要コンテンツの詳細解説/13,bullet,True,3,transcript:40,40,0.9608,transcript:41,41,0.9431,transcript:39,39,0.8891,1,1,0.0177,0.0717
013_commentary_ff14_propernoun,avSk8Nj4jrnV,2. 主要コンテンツの詳細解説/14,bullet,True,3,transcript:43,43,0.9801,transcript:44,44,0.8985,transcript:72,72,0.8798,1,29,0.0816,0.1003
013_commentary_ff14_propernoun,avSk8Nj4jrnV,2. 主要コンテンツの詳細解説/15,bullet,True,3,transcript:45,45,0.8898,transcript:46,46,0.8774,transcript:66,66,0.8657,1,21,0.0124,0.0241
013_commentary_ff14_propernoun,avSk8Nj4jrnV,2. 主要コンテンツの詳細解説/16,bullet,True,3,transcript:46,46,0.9571,transcript:49,49,0.8805,transcript:66,66,0.877,3,20,0.0766,0.0801
013_commentary_ff14_propernoun,avSk8Nj4jrnV,2. 主要コンテンツの詳細解説/17,bullet,True,3,transcript:47,47,0.892,transcript:49,49,0.8826,transcript:45,45,0.8615,2,2,0.0094,0.0305
013_commentary_ff14_propernoun,avSk8Nj4jrnV,2. 主要コンテンツの詳細解説/18,paragraph,True,3,transcript:48,48,0.9494,transcript:54,54,0.9272,transcript:49,49,0.9216,6,1,0.0222,0.0277
013_commentary_ff14_propernoun,avSk8Nj4jrnV,2. 主要コンテンツの詳細解説/19,bullet,True,3,transcript:49,49,0.8683,transcript:72,72,0.8617,transcript:71,71,0.8588,23,22,0.0066,0.0094
013_commentary_ff14_propernoun,avSk8Nj4jrnV,2. 主要コンテンツの詳細解説/20,bullet,True,3,transcript:51,51,0.9285,transcript:47,47,0.9126,transcript:52,52,0.9042,4,1,0.0159,0.0243
013_commentary_ff14_propernoun,avSk8Nj4jrnV,2. 主要コンテンツの詳細解説/21,bullet,True,3,transcript:54,54,0.9694,transcript:57,57,0.9431,transcript:55,55,0.9249,3,1,0.0263,0.0445
013_commentary_ff14_propernoun,avSk8Nj4jrnV,2. 主要コンテンツの詳細解説/22,bullet,True,3,transcript:65,65,0.8631,transcript:66,66,0.8623,transcript:49,49,0.8581,1,16,0.0008,0.0051
013_commentary_ff14_propernoun,avSk8Nj4jrnV,2. 主要コンテンツの詳細解説/23,bullet,True,3,transcript:66,66,0.9273,transcript:46,46,0.9199,transcript:64,64,0.9171,20,2,0.0073,0.0102
013_commentary_ff14_propernoun,avSk8Nj4jrnV,2. 主要コンテンツの詳細解説/24,bullet,True,3,transcript:49,49,0.9123,transcript:55,55,0.908,transcript:61,61,0.8995,6,12,0.0043,0.0128
013_commentary_ff14_propernoun,avSk8Nj4jrnV,2. 主要コンテンツの詳細解説/25,bullet,True,3,transcript:63,63,0.9698,transcript:64,64,0.9239,transcript:67,67,0.9189,1,4,0.0459,0.0509
013_commentary_ff14_propernoun,avSk8Nj4jrnV,2. 主要コンテンツの詳細解説/26,bullet,True,3,transcript:65,65,0.9444,transcript:68,68,0.8634,transcript:66,66,0.8527,3,1,0.081,0.0917
013_commentary_ff14_propernoun,avSk8Nj4jrnV,2. 主要コンテンツの詳細解説/27,bullet,True,3,transcript:83,83,0.8242,transcript:81,81,0.784,transcript:82,82,0.753,2,1,0.0401,0.0712
013_commentary_ff14_propernoun,avSk8Nj4jrnV,2. 主要コンテンツの詳細解説/28,bullet,True,3,transcript:83,83,0.8228,transcript:82,82,0.8081,transcript:81,81,0.7695,1,2,0.0146,0.0533
013_commentary_ff14_propernoun,avSk8Nj4jrnV,2. 主要コンテンツの詳細解説/29,bullet,True,3,transcript:83,83,0.8338,transcript:82,82,0.7983,transcript:81,81,0.7637,1,2,0.0355,0.0701
013_commentary_ff14_propernoun,avSk8Nj4jrnV,3. 重要ポイントまとめ/row/0,bullet,True,3,transcript:4,4,0.8469,transcript:3,3,0.8332,transcript:78,78,0.8104,1,74,0.0137,0.0365
013_commentary_ff14_propernoun,avSk8Nj4jrnV,3. 重要ポイントまとめ/row/1,bullet,True,3,transcript:46,46,0.8418,transcript:61,61,0.8348,transcript:13,13,0.8155,15,33,0.0069,0.0262
013_commentary_ff14_propernoun,avSk8Nj4jrnV,3. 重要ポイントまとめ/row/2,bullet,True,3,transcript:21,21,0.8291,transcript:71,71,0.8421,transcript:72,72,0.8364,50,51,-0.013,-0.0073
